date,construction_immo,extraction_primaire,finance,industrie,info_com,public,services,services_pro
2010-07-01,0.3092163331460618,1.2142810609394674,-0.1137287401212811,0.853099001209741,0.2097630305011757,1.4588672948628625,1.396293609153681,-1.6524932978192026
2010-10-01,0.3092163331460618,0.447320495447822,0.8651671760304387,0.225867400427524,1.0333954292084049,-0.2059155529233644,0.1361546174733033,0.8349996829365839
2011-01-01,0.1057109932573168,0.3877141427661456,1.182151717139612,0.12060251345719,1.0425311129346808,-0.996581241760598,-0.0460463151151842,0.8647074150457137
2011-04-01,0.4933106652381359,1.207874341304528,1.0015471065368802,0.1651876428191403,0.6405627438448261,-0.8057725690777596,-0.0904055286812001,1.4908306028312872
2011-07-01,0.6421244016314579,0.8060401259888945,0.0937596159115948,-0.2847355385322745,0.6087212788277198,-0.9644244241328394,0.2962457947163129,1.0430157899759092
2011-10-01,1.7505850548635262,0.7918641459160304,-0.5823032544125422,-0.258296123738505,0.2218476965284984,-0.8653633385105096,1.0777933993365976,-0.5315392025927163
2012-01-01,1.928217395657864,1.2639879162531569,-0.6347764730640733,-0.2087580828617075,0.1654129017728993,-0.5255787235738366,-0.336186746329644,-0.4500597366268903
2012-04-01,1.6396237319624758,0.3999092139724419,0.2192998071644682,-0.0828695367006406,0.9861613652437952,0.3694645299914006,0.0441937824678893,1.2234752184193292
2012-07-01,1.4707083722625969,0.4582386964916378,0.0276969232079848,-0.1489190737249604,1.255865239401862,1.3228502116072165,0.2158100991183307,-0.7851102511857092
2012-10-01,-0.0951176258639825,0.2458470515815872,0.4015778356687891,0.144254825630556,1.384332755731916,1.3004823305954414,0.3106260983157305,-0.6130184924286843
2013-01-01,-0.1095086142349401,0.1773572958956811,-0.0698364124809378,0.5455894438755552,1.544543152400751,0.6407281820309368,0.2387992135640586,1.7995529371924956
2013-04-01,-0.0569742814789413,0.3289462072915712,-0.0964812950860599,0.9029644525680184,0.6397452411928544,1.3205086922121554,0.3781378446457732,1.883296043141682
2013-07-01,-0.0570448079165745,0.2382166038788886,0.9241708146806288,1.131938492586848,0.4499773219599783,0.7404705947551801,0.3232212368481459,1.6912858757433165
2013-10-01,-0.0100217343535773,-0.0093441238546744,0.7274941475493911,0.981305599165981,0.7279014417958001,0.6883419072453829,0.3120438434894748,1.080127176521687
2014-01-01,0.033682917213767,-0.5587447991923756,0.8026843481338883,0.3978441423591786,0.6350794443735835,0.5589300949031729,0.2830183003283881,1.0409397359701902
2014-04-01,-0.0627980285773956,-0.6180557061490948,0.424726123203568,-0.2954819005655527,0.4639375533118564,-0.0978546543618987,0.2591515937514695,-0.7596264166978703
2014-07-01,0.9102542979918188,-0.7276888178946034,-0.0054078790733118,-0.5135567849044189,0.6586277377731501,-0.2271301386532573,0.2148837454310991,-1.3800394085560457
2014-10-01,-0.1186455945057903,-0.8153083068734623,-0.198245285560894,-0.5129345682576718,0.5396173916319278,-0.4258807228695382,-0.064287286751244,-1.2069817745754905
2015-01-01,1.1065130977810154,-1.3779760335454645,-0.1723646623319386,-0.536922272579576,0.2539566482343836,-0.654308349187292,-0.0243570070613737,-1.3498435209570585
2015-04-01,1.1296554034069377,-1.4913010930849255,-0.5190771595058032,-0.600405713184688,-0.23441385425718,-0.4664718462377369,0.0967666945763114,-0.2807215720923267
2015-07-01,1.2936425848584434,-1.328112379152545,-0.4450356839715522,-0.5106799455359551,-0.2238204990762063,-0.3903290166875022,-0.3489416031528639,-0.1175775969274797
2015-10-01,1.184312952730732,-1.1831849208694238,-0.0092344335644892,-0.2910884942454382,-0.1172972859500126,-0.0461702557507222,-0.2833398220914311,0.0130029855987604
2016-01-01,0.8419750799907345,0.2728524190603877,0.0340456240151254,0.1055852394606343,0.1957821790774838,-0.2220653192793826,-0.2848164231373175,0.0315075727116615
2016-04-01,0.9042170267551952,0.5479301786835247,0.2391462064402837,0.2974295789863404,0.3356103536425677,0.4212664101736892,-0.311861887164455,-1.055416585135634
2016-07-01,-0.2731901782235084,0.5593093684065186,-0.2229511472237993,0.4566717887325178,0.2198471036503033,0.0915224753586526,-0.3056666605092583,1.0828528162649238
2016-10-01,-0.2110725314577079,1.1835450468758142,-0.7526579310500445,0.8227606335983225,0.2611555637090588,-0.0943094221971321,0.3777032746191994,0.9636261242157628
2017-01-01,-0.1837562822345295,1.204820053413211,-0.6205657318152548,0.8803840603823653,0.3710617760616065,0.0735459018355496,0.5020781538026252,0.9209044434215062
2017-04-01,-0.1526107394901651,1.1367218120360212,-0.3482685694783595,0.8837445885557113,0.2733089413206477,-0.3068215678586317,1.0108356861273669,0.0065701471473263
2017-07-01,-0.3348162474818733,1.195583716231655,-0.1626949343443087,0.667509730258628,0.1976442812161724,-0.2175441337417247,0.71709226829686,-0.1573620150559169
2017-10-01,-0.5839130766439785,0.6549466925631675,0.1106248147446798,0.4149482612345035,0.0513893536694706,-0.198623498635785,0.0747667259383704,-1.1613732617378596
2018-01-01,-0.236225097206855,0.4549635330122328,0.3410752251677037,-0.12809854973205,-0.0165423681598369,-0.2639478656632474,0.0661430511172938,-0.2100852258478455
2018-04-01,0.1440958007265889,-0.0644311209284326,0.2803550735646863,-0.1199381813228359,-0.190867874297479,-0.1445753793696418,-0.0207383476645493,-0.2804582159022805
2018-07-01,0.2858804729091763,-0.2570886958646653,0.359940034723742,-0.2927420603444555,-0.4735804156321792,-0.1316951584480486,-0.0700234698200862,0.0741908828648481
2018-10-01,0.1051062127865685,-0.1443369180828717,-0.4713500188504814,-0.6705958521521619,-0.6708796679502924,-0.1361477117450651,-0.0238542381615139,0.9247616564257374
