sector,mse_global,n_zt
construction_immo,0.03525061392567905,52
extraction_primaire,0.07362784219554644,52
finance,0.0414285003199159,52
industrie,0.02615960134788931,52
info-com,0.0518676474843423,52
public,0.014759170818034583,52
services,0.0470257225580339,52
services_pro,0.05631985852564021,52
