,Construction & immobilier,Finance,Industrie,Info-com,Primaires & énergie,Public & services non-marchands,Services,Services pro
2020-04-01,-0.026567825662296707,-0.019491539978609362,-0.010133206840079123,0.14953575468430436,-0.11712805501824664,0.02366167516189921,-0.07421241734078432,0.12972248305553258
2020-07-01,0.14164636727469682,0.040404321980437086,-0.005522228043465693,0.2090187571352926,-0.25994624405383093,-0.015198434075416711,-0.09922118788765744,0.19160010559582286
2020-10-01,-0.2283549292719695,0.03280475280811479,-0.08042401271599053,0.47843112911620267,-0.26189780663663575,0.10848458230937319,-0.21601614644049394,0.16373525645635112
2021-01-01,-0.05747667881793511,-0.04209884929644292,0.0012518329638817605,-0.025144373838794865,0.7555461703118058,0.37259223758151444,-0.09165421673166341,-1.1970415371210996
2021-04-01,0.30471295750243454,0.115548824637417,-0.09437012840568215,-0.09998036947430577,0.2209171440203037,-0.6367081804243848,0.20828237451903875,0.18193154969803127
2021-07-01,0.5343662608633499,0.024462592280401152,0.24285419252074958,-0.34899642760568345,0.3202553619607065,0.05108407215472685,0.14043188779134952,-0.49039864412791756
2021-10-01,-0.42885720801133453,-0.15198389698807957,-0.12707778634672484,-0.2041148880680138,0.22173631200770672,0.2756980376588642,0.14671872372415828,0.8792606627059008
2022-01-01,-0.3581167236413163,0.2714187183626008,0.3012798087835226,-0.5225478304877627,-1.1375463212667885,-0.04111420137537114,0.1108130344942258,-0.07513069406654616
2022-04-01,-0.3854209217501497,-0.3367748205839861,-0.45144780279897834,0.4560113536242223,0.2437837681764916,-0.008519762519534346,-0.3611490126518635,-0.1309121098874606
2022-07-01,-0.5455151853963489,0.023994066387423185,0.24962578353016385,0.1210117266310462,0.2654620145684726,-0.26886219952966783,0.25416884702737497,0.9150482154460746
2022-10-01,1.2054162937861277,0.11918325949961628,-0.05891894035800305,-0.18037868392824552,-0.5098797120670282,0.5658776521962008,-0.3889978164405854,-1.6132010276701616
2023-01-01,0.7208514241729435,-0.18035769838252125,-0.2316059414037035,-0.1668837062798043,-0.04581548633200849,-0.31252329530806966,0.14406159986612166,0.5604131877271457
