sector,month,rating_prev,rating,n
C3,2012-10-01,AAA,AAA,18
C3,2012-10-01,B,B,12
C3,2012-10-01,BB,BB,14
C3,2012-10-01,BB,BBB,1
C3,2012-10-01,BBB,BBB,42
C3,2012-11-01,A,A,68
C3,2012-11-01,A,BBB,1
C3,2012-11-01,AAA,AAA,18
C3,2012-11-01,B,B,10
C3,2012-11-01,B,C,1
C3,2012-11-01,BB,BB,14
C3,2012-11-01,BBB,BB,1
C3,2012-11-01,BBB,BBB,42
C3,2012-12-01,A,A,68
C3,2012-12-01,AAA,A,1
C3,2012-12-01,AAA,AAA,16
C3,2012-12-01,B,B,10
C3,2012-12-01,BB,BB,16
C3,2012-12-01,BBB,BBB,44
C3,2012-12-01,C,C,6
C3,2013-01-01,A,A,70
C3,2013-01-01,AAA,AAA,16
C3,2013-01-01,B,B,8
C3,2013-01-01,B,C,1
C3,2013-01-01,BB,BB,16
C3,2013-01-01,BBB,BB,2
C3,2013-01-01,BBB,BBB,42
C3,2013-01-01,C,C,6
C3,2013-02-01,A,A,70
C3,2013-02-01,AAA,AAA,16
C3,2013-02-01,B,B,8
C3,2013-02-01,BB,BB,20
C3,2013-02-01,BBB,A,1
C3,2013-02-01,BBB,BBB,40
C3,2013-02-01,C,C,8
C3,2013-03-01,A,A,72
C3,2013-03-01,AAA,AAA,16
C3,2013-03-01,B,B,8
C3,2013-03-01,BB,BB,20
C3,2013-03-01,BBB,BBB,40
C3,2013-03-01,C,C,8
C3,2013-04-01,A,A,72
C3,2013-04-01,AAA,AAA,16
C3,2013-04-01,B,B,8
C3,2013-04-01,BB,BB,18
C3,2013-04-01,BB,BBB,1
C3,2013-04-01,BBB,BBB,40
C3,2013-04-01,C,C,8
C3,2013-05-01,A,A,70
C3,2013-05-01,A,AAA,1
C3,2013-05-01,AAA,AAA,18
C3,2013-05-01,B,B,8
C3,2013-05-01,BB,A,1
C3,2013-05-01,BB,BB,16
C3,2013-05-01,BBB,BBB,42
C3,2013-05-01,C,C,8
C3,2013-06-01,A,A,70
C3,2013-06-01,A,BBB,1
C3,2013-06-01,AAA,AAA,20
C3,2013-06-01,B,B,8
C3,2013-06-01,BB,BB,20
C3,2013-06-01,BBB,BBB,42
C3,2013-06-01,C,C,10
C3,2013-07-01,A,A,70
C3,2013-07-01,AAA,AAA,20
C3,2013-07-01,B,B,8
C3,2013-07-01,BB,BB,18
C3,2013-07-01,BB,BBB,1
C3,2013-07-01,BBB,A,1
C3,2013-07-01,BBB,BBB,42
C3,2013-07-01,C,C,10
C3,2013-08-01,A,A,70
C3,2013-08-01,A,BBB,1
C3,2013-08-01,AAA,AAA,20
C3,2013-08-01,B,B,8
C3,2013-08-01,BB,B,1
C3,2013-08-01,BB,BB,14
C3,2013-08-01,BB,BBB,1
C3,2013-08-01,BBB,BB,1
C3,2013-08-01,BBB,BBB,42
C3,2013-08-01,C,C,10
C3,2013-09-01,A,A,68
C3,2013-09-01,A,BBB,1
C3,2013-09-01,AAA,AAA,20
C3,2013-09-01,B,B,10
C3,2013-09-01,BB,BB,14
C3,2013-09-01,BB,BBB,1
C3,2013-09-01,BBB,BBB,46
C3,2013-09-01,C,C,10
C3,2013-10-01,A,A,62
C3,2013-10-01,A,AAA,3
C3,2013-10-01,AAA,AAA,20
C3,2013-10-01,B,B,8
C3,2013-10-01,B,BB,1
C3,2013-10-01,BB,BB,12
C3,2013-10-01,BB,BBB,1
C3,2013-10-01,BBB,A,1
C3,2013-10-01,BBB,BBB,48
C3,2013-10-01,C,C,10
C3,2013-11-01,A,A,64
C3,2013-11-01,AAA,A,1
C3,2013-11-01,AAA,AAA,24
C3,2013-11-01,B,B,6
C3,2013-11-01,B,BB,1
C3,2013-11-01,BB,BB,14
C3,2013-11-01,BBB,BB,1
C3,2013-11-01,BBB,BBB,48
C3,2013-11-01,C,C,10
C3,2013-12-01,A,A,66
C3,2013-12-01,AAA,AAA,24
C3,2013-12-01,B,B,6
C3,2013-12-01,BB,BB,18
C3,2013-12-01,BBB,BBB,48
C3,2013-12-01,C,C,10
C3,2014-01-01,A,A,66
C3,2014-01-01,AAA,AAA,24
C3,2014-01-01,B,B,6
C3,2014-01-01,BB,BB,18
C3,2014-01-01,BBB,BBB,48
C3,2014-01-01,C,C,10
C3,2014-02-01,A,A,64
C3,2014-02-01,A,AAA,1
C3,2014-02-01,AAA,AAA,24
C3,2014-02-01,B,B,6
C3,2014-02-01,BB,BB,16
C3,2014-02-01,BB,BBB,1
C3,2014-02-01,BBB,A,1
C3,2014-02-01,BBB,BBB,46
C3,2014-02-01,C,B,1
C3,2014-02-01,C,C,8
C3,2014-03-01,A,A,66
C3,2014-03-01,AAA,AAA,26
C3,2014-03-01,B,B,8
C3,2014-03-01,BB,BB,16
C3,2014-03-01,BBB,A,1
C3,2014-03-01,BBB,BBB,46
C3,2014-03-01,C,B,1
C3,2014-03-01,C,C,6
C3,2014-04-01,A,A,68
C3,2014-04-01,AAA,AAA,26
C3,2014-04-01,B,B,8
C3,2014-04-01,B,BB,1
C3,2014-04-01,BB,BB,16
C3,2014-04-01,BBB,A,1
C3,2014-04-01,BBB,BBB,44
C3,2014-04-01,C,B,1
C3,2014-04-01,C,C,4
C3,2014-05-01,A,A,68
C3,2014-05-01,A,AAA,1
C3,2014-05-01,AAA,AAA,26
C3,2014-05-01,B,B,10
C3,2014-05-01,BB,BB,18
C3,2014-05-01,BBB,A,1
C3,2014-05-01,BBB,BBB,42
C3,2014-05-01,C,C,4
C3,2014-06-01,A,A,70
C3,2014-06-01,AAA,AAA,28
C3,2014-06-01,B,B,10
C3,2014-06-01,BB,BB,18
C3,2014-06-01,BBB,BBB,42
C3,2014-06-01,C,C,4
C3,2014-07-01,A,A,70
C3,2014-07-01,AAA,A,1
C3,2014-07-01,AAA,AAA,26
C3,2014-07-01,B,B,10
C3,2014-07-01,BB,BB,18
C3,2014-07-01,BBB,BBB,42
C3,2014-07-01,C,C,4
C3,2014-08-01,A,A,72
C3,2014-08-01,AAA,AAA,26
C3,2014-08-01,B,B,10
C3,2014-08-01,BB,BB,18
C3,2014-08-01,BBB,BBB,42
C3,2014-08-01,C,C,4
C3,2014-09-01,A,A,72
C3,2014-09-01,AAA,AAA,26
C3,2014-09-01,B,B,10
C3,2014-09-01,BB,BB,18
C3,2014-09-01,BBB,BBB,42
C3,2014-09-01,C,C,4
C3,2014-10-01,A,A,74
C3,2014-10-01,AAA,AAA,26
C3,2014-10-01,B,B,10
C3,2014-10-01,BB,BB,18
C3,2014-10-01,BB,D,1
C3,2014-10-01,BBB,BBB,50
C3,2014-10-01,C,C,4
C3,2014-11-01,A,A,86
C3,2014-11-01,A,AAA,1
C3,2014-11-01,AAA,AAA,28
C3,2014-11-01,B,B,12
C3,2014-11-01,BB,BB,20
C3,2014-11-01,BBB,A,1
C3,2014-11-01,BBB,BBB,56
C3,2014-11-01,C,B,1
C3,2014-11-01,C,C,10
C3,2014-11-01,D,D,2
C3,2014-12-01,A,A,90
C3,2014-12-01,A,BBB,1
C3,2014-12-01,AAA,A,1
C3,2014-12-01,AAA,AAA,28
C3,2014-12-01,B,B,16
C3,2014-12-01,BB,BB,20
C3,2014-12-01,BBB,BBB,60
C3,2014-12-01,C,C,10
C3,2014-12-01,D,D,2
C3,2015-01-01,A,A,90
C3,2015-01-01,A,BBB,1
C3,2015-01-01,AAA,A,1
C3,2015-01-01,AAA,AAA,26
C3,2015-01-01,B,B,16
C3,2015-01-01,BB,BB,20
C3,2015-01-01,BBB,BBB,62
C3,2015-01-01,C,C,12
C3,2015-01-01,D,D,2
C3,2015-02-01,A,A,90
C3,2015-02-01,A,BBB,1
C3,2015-02-01,AAA,AAA,26
C3,2015-02-01,B,B,16
C3,2015-02-01,BB,B,1
C3,2015-02-01,BB,BB,18
C3,2015-02-01,BBB,A,1
C3,2015-02-01,BBB,BBB,62
C3,2015-02-01,C,C,12
C3,2015-02-01,D,D,2
C3,2015-03-01,A,A,92
C3,2015-03-01,AAA,AAA,26
C3,2015-03-01,B,B,18
C3,2015-03-01,BB,BB,16
C3,2015-03-01,BB,BBB,1
C3,2015-03-01,BBB,A,1
C3,2015-03-01,BBB,BBB,62
C3,2015-03-01,C,B,1
C3,2015-03-01,C,C,10
C3,2015-03-01,D,D,2
C3,2015-04-01,A,A,94
C3,2015-04-01,AAA,AAA,26
C3,2015-04-01,B,B,18
C3,2015-04-01,B,BB,1
C3,2015-04-01,BB,BB,16
C3,2015-04-01,BBB,BBB,64
C3,2015-04-01,C,C,10
C3,2015-04-01,D,D,2
C3,2015-05-01,A,A,92
C3,2015-05-01,A,BBB,1
C3,2015-05-01,AAA,A,2
C3,2015-05-01,AAA,AAA,22
C3,2015-05-01,B,B,18
C3,2015-05-01,BB,BB,18
C3,2015-05-01,BBB,BB,1
C3,2015-05-01,BBB,BBB,62
C3,2015-05-01,C,B,1
C3,2015-05-01,C,C,8
C3,2015-05-01,D,D,2
C3,2015-06-01,A,A,96
C3,2015-06-01,AAA,AAA,22
C3,2015-06-01,B,B,20
C3,2015-06-01,BB,BB,20
C3,2015-06-01,BBB,BBB,64
C3,2015-06-01,C,B,1
C3,2015-06-01,C,C,6
C3,2015-06-01,D,D,2
C3,2015-07-01,A,A,102
C3,2015-07-01,AAA,AAA,22
C3,2015-07-01,B,B,20
C3,2015-07-01,B,BB,1
C3,2015-07-01,BB,BB,22
C3,2015-07-01,BBB,BBB,64
C3,2015-07-01,C,C,6
C3,2015-07-01,D,D,2
C3,2015-08-01,A,A,102
C3,2015-08-01,AAA,A,1
C3,2015-08-01,AAA,AAA,20
C3,2015-08-01,B,B,20
C3,2015-08-01,BB,BB,24
C3,2015-08-01,BBB,BBB,64
C3,2015-08-01,C,C,6
C3,2015-08-01,D,D,2
C3,2015-09-01,A,A,106
C3,2015-09-01,AAA,A,1
C3,2015-09-01,AAA,AAA,18
C3,2015-09-01,B,B,20
C3,2015-09-01,BB,BB,24
C3,2015-09-01,BBB,BBB,64
C3,2015-09-01,C,C,6
C3,2015-09-01,D,D,2
C3,2015-10-01,A,A,104
C3,2015-10-01,A,BBB,2
C3,2015-10-01,AAA,A,2
C3,2015-10-01,AAA,AAA,14
C3,2015-10-01,B,B,20
C3,2015-10-01,BB,BB,24
C3,2015-10-01,BBB,BBB,64
C3,2015-10-01,C,C,6
C3,2015-10-01,D,D,2
C3,2015-11-01,A,A,108
C3,2015-11-01,A,BBB,1
C3,2015-11-01,AAA,AAA,14
C3,2015-11-01,B,B,18
C3,2015-11-01,B,C,1
C3,2015-11-01,BB,BB,24
C3,2015-11-01,BBB,BBB,68
C3,2015-11-01,C,C,6
C3,2015-11-01,D,D,2
C3,2015-12-01,A,A,106
C3,2015-12-01,A,BBB,1
C3,2015-12-01,AAA,AAA,14
C3,2015-12-01,B,B,18
C3,2015-12-01,BB,BB,24
C3,2015-12-01,BBB,BB,1
C3,2015-12-01,BBB,BBB,68
C3,2015-12-01,C,C,8
C3,2015-12-01,D,D,2
C3,2016-01-01,A,A,104
C3,2016-01-01,A,BBB,1
C3,2016-01-01,AAA,AAA,14
C3,2016-01-01,B,B,18
C3,2016-01-01,BB,BB,26
C3,2016-01-01,BBB,BBB,70
C3,2016-01-01,C,C,8
C3,2016-01-01,D,D,2
C3,2016-02-01,A,A,104
C3,2016-02-01,AAA,AAA,14
C3,2016-02-01,B,B,18
C3,2016-02-01,BB,B,1
C3,2016-02-01,BB,BB,24
C3,2016-02-01,BBB,BB,3
C3,2016-02-01,BBB,BBB,66
C3,2016-02-01,C,C,8
C3,2016-02-01,D,D,2
C3,2016-03-01,A,A,104
C3,2016-03-01,AAA,AAA,14
C3,2016-03-01,B,B,20
C3,2016-03-01,BB,BB,30
C3,2016-03-01,BBB,BB,2
C3,2016-03-01,BBB,BBB,62
C3,2016-03-01,C,C,8
C3,2016-03-01,D,D,2
C3,2016-04-01,A,A,102
C3,2016-04-01,A,BBB,1
C3,2016-04-01,AAA,AAA,14
C3,2016-04-01,B,B,20
C3,2016-04-01,BB,BB,34
C3,2016-04-01,BBB,BB,1
C3,2016-04-01,BBB,BBB,60
C3,2016-04-01,C,C,8
C3,2016-04-01,D,D,2
C3,2016-05-01,A,A,102
C3,2016-05-01,AAA,AAA,14
C3,2016-05-01,B,B,20
C3,2016-05-01,BB,BB,36
C3,2016-05-01,BBB,BBB,64
C3,2016-05-01,C,C,8
C3,2016-05-01,D,D,2
C3,2016-06-01,A,A,102
C3,2016-06-01,AAA,AAA,16
C3,2016-06-01,B,B,20
C3,2016-06-01,BB,BB,38
C3,2016-06-01,BBB,BBB,68
C3,2016-06-01,C,C,8
C3,2016-06-01,D,D,2
C3,2016-07-01,A,A,100
C3,2016-07-01,A,BBB,1
C3,2016-07-01,AAA,AAA,24
C3,2016-07-01,B,B,20
C3,2016-07-01,BB,BB,40
C3,2016-07-01,BBB,BBB,82
C3,2016-07-01,C,B,1
C3,2016-07-01,C,C,6
C3,2016-07-01,D,D,2
C3,2016-08-01,A,A,124
C3,2016-08-01,AAA,AAA,38
C3,2016-08-01,B,B,32
C3,2016-08-01,BB,BB,52
C3,2016-08-01,BBB,BBB,90
C3,2016-08-01,C,C,12
C3,2016-08-01,D,D,2
C3,2016-09-01,A,A,124
C3,2016-09-01,AAA,AAA,38
C3,2016-09-01,B,B,32
C3,2016-09-01,BB,BB,52
C3,2016-09-01,BBB,BBB,90
C3,2016-09-01,C,C,12
C3,2016-09-01,D,D,2
C3,2016-10-01,A,A,122
C3,2016-10-01,A,BBB,1
C3,2016-10-01,AAA,AAA,38
C3,2016-10-01,B,B,32
C3,2016-10-01,BB,BB,52
C3,2016-10-01,BBB,BB,2
C3,2016-10-01,BBB,BBB,86
C3,2016-10-01,C,C,12
C3,2016-10-01,D,D,2
C3,2016-11-01,A,A,124
C3,2016-11-01,AAA,A,1
C3,2016-11-01,AAA,AAA,36
C3,2016-11-01,B,B,32
C3,2016-11-01,BB,BB,56
C3,2016-11-01,BBB,BBB,88
C3,2016-11-01,C,C,12
C3,2016-11-01,D,D,2
C3,2016-12-01,A,A,126
C3,2016-12-01,A,BBB,1
C3,2016-12-01,AAA,AAA,36
C3,2016-12-01,B,B,32
C3,2016-12-01,BB,BB,58
C3,2016-12-01,BBB,BBB,88
C3,2016-12-01,C,C,12
C3,2016-12-01,D,D,2
C3,2017-01-01,A,A,126
C3,2017-01-01,AAA,AAA,36
C3,2017-01-01,B,B,28
C3,2017-01-01,B,BB,2
C3,2017-01-01,BB,BB,58
C3,2017-01-01,BBB,BBB,90
C3,2017-01-01,C,C,12
C3,2017-01-01,D,D,2
C3,2017-02-01,A,A,122
C3,2017-02-01,A,BBB,2
C3,2017-02-01,AAA,AAA,36
C3,2017-02-01,B,B,26
C3,2017-02-01,B,BB,1
C3,2017-02-01,BB,BB,60
C3,2017-02-01,BB,BBB,2
C3,2017-02-01,BBB,BBB,90
C3,2017-02-01,C,C,12
C3,2017-02-01,D,D,2
C3,2017-03-01,A,A,120
C3,2017-03-01,A,BBB,1
C3,2017-03-01,AAA,AAA,36
C3,2017-03-01,B,B,26
C3,2017-03-01,BB,BB,64
C3,2017-03-01,BBB,BBB,98
C3,2017-03-01,C,C,12
C3,2017-03-01,D,D,2
C3,2017-04-01,A,A,120
C3,2017-04-01,AAA,AAA,36
C3,2017-04-01,B,B,26
C3,2017-04-01,BB,BB,68
C3,2017-04-01,BBB,BB,1
C3,2017-04-01,BBB,BBB,100
C3,2017-04-01,C,C,12
C3,2017-04-01,D,D,2
C3,2017-05-01,A,A,120
C3,2017-05-01,AAA,AAA,36
C3,2017-05-01,B,B,26
C3,2017-05-01,BB,BB,70
C3,2017-05-01,BBB,A,1
C3,2017-05-01,BBB,BBB,100
C3,2017-05-01,C,C,12
C3,2017-05-01,D,D,2
C3,2017-06-01,A,A,122
C3,2017-06-01,AAA,AAA,36
C3,2017-06-01,B,B,26
C3,2017-06-01,B,C,1
C3,2017-06-01,BB,B,1
C3,2017-06-01,BB,BB,74
C3,2017-06-01,BB,BBB,1
C3,2017-06-01,BBB,BBB,100
C3,2017-06-01,C,C,12
C3,2017-06-01,D,D,2
C3,2017-07-01,A,A,122
C3,2017-07-01,AAA,AAA,36
C3,2017-07-01,B,B,32
C3,2017-07-01,BB,BB,76
C3,2017-07-01,BBB,BBB,102
C3,2017-07-01,C,C,14
C3,2017-07-01,D,D,2
C3,2017-08-01,A,A,120
C3,2017-08-01,A,BBB,1
C3,2017-08-01,AAA,AAA,36
C3,2017-08-01,B,B,32
C3,2017-08-01,B,BB,1
C3,2017-08-01,BB,BB,76
C3,2017-08-01,BBB,A,1
C3,2017-08-01,BBB,BB,1
C3,2017-08-01,BBB,BBB,100
C3,2017-08-01,C,B,1
C3,2017-08-01,C,C,12
C3,2017-08-01,D,D,2
C3,2017-09-01,A,A,118
C3,2017-09-01,A,BBB,2
C3,2017-09-01,AAA,AAA,36
C3,2017-09-01,B,B,36
C3,2017-09-01,B,BB,1
C3,2017-09-01,BB,BB,86
C3,2017-09-01,BBB,BB,1
C3,2017-09-01,BBB,BBB,104
C3,2017-09-01,C,C,12
C3,2017-09-01,D,D,2
C3,2017-10-01,A,A,116
C3,2017-10-01,A,AAA,1
C3,2017-10-01,AAA,A,1
C3,2017-10-01,AAA,AAA,34
C3,2017-10-01,B,B,36
C3,2017-10-01,BB,BB,90
C3,2017-10-01,BB,BBB,1
C3,2017-10-01,BBB,BBB,108
C3,2017-10-01,C,B,1
C3,2017-10-01,C,C,10
C3,2017-10-01,D,D,2
C3,2017-11-01,A,A,120
C3,2017-11-01,AAA,AAA,36
C3,2017-11-01,B,B,38
C3,2017-11-01,BB,BB,96
C3,2017-11-01,BBB,BBB,110
C3,2017-11-01,C,C,10
C3,2017-11-01,D,D,2
C3,2017-12-01,A,A,120
C3,2017-12-01,AAA,AAA,36
C3,2017-12-01,B,B,42
C3,2017-12-01,BB,BB,100
C3,2017-12-01,BB,BBB,1
C3,2017-12-01,BBB,A,1
C3,2017-12-01,BBB,BBB,108
C3,2017-12-01,C,C,10
C3,2017-12-01,D,D,2
C3,2018-01-01,A,A,120
C3,2018-01-01,A,AAA,1
C3,2018-01-01,AAA,AAA,36
C3,2018-01-01,B,B,42
C3,2018-01-01,BB,BB,104
C3,2018-01-01,BBB,A,1
C3,2018-01-01,BBB,BBB,108
C3,2018-01-01,C,C,8
C3,2018-01-01,C,D,1
C3,2018-01-01,D,D,2
C3,2018-02-01,A,A,122
C3,2018-02-01,AAA,AAA,38
C3,2018-02-01,B,B,40
C3,2018-02-01,B,BB,1
C3,2018-02-01,BB,B,3
C3,2018-02-01,BB,BB,102
C3,2018-02-01,BBB,BBB,108
C3,2018-02-01,C,C,8
C3,2018-02-01,D,D,4
C3,2018-03-01,A,A,122
C3,2018-03-01,AAA,AAA,38
C3,2018-03-01,B,B,46
C3,2018-03-01,BB,BB,104
C3,2018-03-01,BBB,BB,1
C3,2018-03-01,BBB,BBB,106
C3,2018-03-01,C,C,8
C3,2018-03-01,D,D,4
C3,2018-04-01,A,A,122
C3,2018-04-01,AAA,AAA,38
C3,2018-04-01,B,B,44
C3,2018-04-01,B,BB,1
C3,2018-04-01,BB,BB,106
C3,2018-04-01,BBB,BBB,106
C3,2018-04-01,C,C,8
C3,2018-04-01,D,D,4
C3,2018-05-01,A,A,118
C3,2018-05-01,A,BBB,2
C3,2018-05-01,AAA,AAA,38
C3,2018-05-01,B,B,44
C3,2018-05-01,BB,BB,108
C3,2018-05-01,BBB,BBB,106
C3,2018-05-01,C,C,8
C3,2018-05-01,D,D,4
C3,2018-06-01,A,A,118
C3,2018-06-01,AAA,AAA,38
C3,2018-06-01,B,B,42
C3,2018-06-01,B,BB,1
C3,2018-06-01,BB,BB,108
C3,2018-06-01,BBB,BBB,114
C3,2018-06-01,C,C,8
C3,2018-06-01,D,D,4
C3,2018-07-01,A,A,118
C3,2018-07-01,AAA,AAA,38
C3,2018-07-01,B,B,42
C3,2018-07-01,B,BB,1
C3,2018-07-01,BB,BB,112
C3,2018-07-01,BBB,BBB,114
C3,2018-07-01,C,C,8
C3,2018-07-01,D,D,4
C3,2018-08-01,A,A,114
C3,2018-08-01,A,AAA,1
C3,2018-08-01,A,BBB,1
C3,2018-08-01,AAA,AAA,38
C3,2018-08-01,B,B,42
C3,2018-08-01,BB,BB,116
C3,2018-08-01,BBB,BBB,114
C3,2018-08-01,C,C,8
C3,2018-08-01,D,D,4
C3,2018-09-01,A,A,114
C3,2018-09-01,AAA,AAA,40
C3,2018-09-01,B,B,42
C3,2018-09-01,BB,BB,116
C3,2018-09-01,BB,BBB,1
C3,2018-09-01,BBB,BBB,116
C3,2018-09-01,C,C,8
C3,2018-09-01,D,D,4
C3,2018-10-01,A,A,112
C3,2018-10-01,A,BBB,1
C3,2018-10-01,AAA,AAA,40
C3,2018-10-01,B,B,42
C3,2018-10-01,BB,BB,114
C3,2018-10-01,BB,BBB,1
C3,2018-10-01,BBB,A,1
C3,2018-10-01,BBB,BBB,116
C3,2018-10-01,C,C,8
C3,2018-10-01,D,D,4
C3,2018-11-01,A,A,114
C3,2018-11-01,AAA,AAA,40
C3,2018-11-01,B,B,42
C3,2018-11-01,BB,BB,114
C3,2018-11-01,BBB,BBB,122
C3,2018-11-01,C,C,8
C3,2018-11-01,D,D,4
C3,2018-12-01,A,A,114
C3,2018-12-01,AAA,AAA,40
C3,2018-12-01,B,B,42
C3,2018-12-01,BB,BB,116
C3,2018-12-01,BBB,A,1
C3,2018-12-01,BBB,BBB,120
C3,2018-12-01,C,C,8
C3,2018-12-01,D,D,4
C3,2019-01-01,A,A,114
C3,2019-01-01,A,BBB,1
C3,2019-01-01,AAA,AAA,40
C3,2019-01-01,B,B,44
C3,2019-01-01,BB,B,1
C3,2019-01-01,BB,BB,114
C3,2019-01-01,BBB,BB,1
C3,2019-01-01,BBB,BBB,118
C3,2019-01-01,C,C,8
C3,2019-01-01,D,D,4
C3,2019-02-01,A,A,114
C3,2019-02-01,AAA,AAA,40
C3,2019-02-01,B,B,46
C3,2019-02-01,BB,B,1
C3,2019-02-01,BB,BB,116
C3,2019-02-01,BBB,BBB,120
C3,2019-02-01,C,C,8
C3,2019-02-01,D,D,4
C3,2019-03-01,A,A,114
C3,2019-03-01,AAA,AAA,40
C3,2019-03-01,B,B,48
C3,2019-03-01,BB,BB,120
C3,2019-03-01,BBB,BBB,120
C3,2019-03-01,C,C,8
C3,2019-03-01,D,D,4
C3,2019-04-01,A,A,114
C3,2019-04-01,AAA,AAA,40
C3,2019-04-01,B,B,48
C3,2019-04-01,BB,BB,122
C3,2019-04-01,BBB,BBB,120
C3,2019-04-01,C,C,8
C3,2019-04-01,D,D,4
C3,2019-05-01,A,A,114
C3,2019-05-01,AAA,AAA,40
C3,2019-05-01,B,B,48
C3,2019-05-01,BB,BB,122
C3,2019-05-01,BBB,BBB,120
C3,2019-05-01,C,C,8
C3,2019-05-01,D,D,4
C3,2019-06-01,A,A,114
C3,2019-06-01,AAA,A,1
C3,2019-06-01,AAA,AAA,38
C3,2019-06-01,B,B,46
C3,2019-06-01,B,BB,1
C3,2019-06-01,BB,B,1
C3,2019-06-01,BB,BB,122
C3,2019-06-01,BBB,BB,1
C3,2019-06-01,BBB,BBB,118
C3,2019-06-01,C,C,8
C3,2019-06-01,D,D,4
C3,2019-07-01,A,A,114
C3,2019-07-01,A,BBB,1
C3,2019-07-01,AAA,AAA,38
C3,2019-07-01,B,B,48
C3,2019-07-01,BB,B,2
C3,2019-07-01,BB,BB,122
C3,2019-07-01,BBB,BB,1
C3,2019-07-01,BBB,BBB,116
C3,2019-07-01,C,C,8
C3,2019-07-01,D,D,4
C3,2019-08-01,A,A,114
C3,2019-08-01,AAA,A,1
C3,2019-08-01,AAA,AAA,36
C3,2019-08-01,B,B,48
C3,2019-08-01,B,C,2
C3,2019-08-01,BB,BB,122
C3,2019-08-01,BB,BBB,1
C3,2019-08-01,BBB,BB,1
C3,2019-08-01,BBB,BBB,116
C3,2019-08-01,C,B,1
C3,2019-08-01,C,C,6
C3,2019-08-01,D,D,4
C3,2019-09-01,A,A,110
C3,2019-09-01,A,BBB,3
C3,2019-09-01,AAA,A,1
C3,2019-09-01,AAA,AAA,34
C3,2019-09-01,B,B,56
C3,2019-09-01,B,C,1
C3,2019-09-01,BB,B,1
C3,2019-09-01,BB,BB,126
C3,2019-09-01,BB,BBB,1
C3,2019-09-01,BBB,BB,1
C3,2019-09-01,BBB,BBB,116
C3,2019-09-01,C,C,10
C3,2019-09-01,D,D,4
C3,2019-10-01,A,A,112
C3,2019-10-01,AAA,A,1
C3,2019-10-01,AAA,AAA,32
C3,2019-10-01,B,B,56
C3,2019-10-01,B,C,1
C3,2019-10-01,BB,BB,130
C3,2019-10-01,BBB,BBB,124
C3,2019-10-01,C,C,12
C3,2019-10-01,D,D,4
C3,2019-11-01,A,A,112
C3,2019-11-01,A,BBB,1
C3,2019-11-01,AAA,A,1
C3,2019-11-01,AAA,AAA,30
C3,2019-11-01,B,B,54
C3,2019-11-01,B,C,1
C3,2019-11-01,BB,BB,130
C3,2019-11-01,BBB,BB,5
C3,2019-11-01,BBB,BBB,114
C3,2019-11-01,C,C,14
C3,2019-11-01,D,D,4
C3,2019-12-01,A,A,114
C3,2019-12-01,AAA,A,1
C3,2019-12-01,AAA,AAA,28
C3,2019-12-01,B,B,56
C3,2019-12-01,B,C,1
C3,2019-12-01,BB,BB,140
C3,2019-12-01,BB,BBB,1
C3,2019-12-01,BBB,BB,1
C3,2019-12-01,BBB,BBB,114
C3,2019-12-01,C,C,16
C3,2019-12-01,D,D,4
C3,2020-01-01,A,A,116
C3,2020-01-01,AAA,AAA,28
C3,2020-01-01,B,B,56
C3,2020-01-01,BB,BB,146
C3,2020-01-01,BBB,BBB,118
C3,2020-01-01,C,C,18
C3,2020-01-01,D,D,4
C3,2020-02-01,A,A,114
C3,2020-02-01,A,BBB,1
C3,2020-02-01,AAA,A,2
C3,2020-02-01,AAA,AAA,24
C3,2020-02-01,B,B,58
C3,2020-02-01,BB,BB,154
C3,2020-02-01,BBB,BBB,118
C3,2020-02-01,C,C,18
C3,2020-02-01,D,D,4
C3,2020-03-01,A,A,76
C3,2020-03-01,A,BBB,21
C3,2020-03-01,AAA,A,1
C3,2020-03-01,AAA,AAA,22
C3,2020-03-01,B,B,58
C3,2020-03-01,BB,B,10
C3,2020-03-01,BB,BB,146
C3,2020-03-01,BBB,B,2
C3,2020-03-01,BBB,BB,6
C3,2020-03-01,BBB,BBB,104
C3,2020-03-01,C,C,18
C3,2020-03-01,D,D,4
C3,2020-04-01,A,A,68
C3,2020-04-01,A,BBB,6
C3,2020-04-01,AAA,A,1
C3,2020-04-01,AAA,AAA,20
C3,2020-04-01,B,B,84
C3,2020-04-01,BB,B,1
C3,2020-04-01,BB,BB,158
C3,2020-04-01,BBB,BB,2
C3,2020-04-01,BBB,BBB,142
C3,2020-04-01,C,C,18
C3,2020-04-01,D,D,4
C3,2020-05-01,A,A,68
C3,2020-05-01,A,BBB,1
C3,2020-05-01,AAA,A,1
C3,2020-05-01,AAA,AAA,18
C3,2020-05-01,B,B,82
C3,2020-05-01,B,BB,2
C3,2020-05-01,B,C,1
C3,2020-05-01,BB,B,1
C3,2020-05-01,BB,BB,162
C3,2020-05-01,BBB,BB,3
C3,2020-05-01,BBB,BBB,150
C3,2020-05-01,C,C,20
C3,2020-05-01,D,D,4
C3,2020-06-01,A,A,70
C3,2020-06-01,AAA,A,1
C3,2020-06-01,AAA,AAA,16
C3,2020-06-01,B,B,84
C3,2020-06-01,B,BB,1
C3,2020-06-01,BB,B,2
C3,2020-06-01,BB,BB,168
C3,2020-06-01,BB,BBB,1
C3,2020-06-01,BBB,BB,1
C3,2020-06-01,BBB,BBB,150
