sector,month,rating_prev,rating,n
AZ,2011-06-01,A,A,2
AZ,2011-07-01,A,A,2
AZ,2011-08-01,A,A,2
AZ,2011-09-01,A,A,2
AZ,2011-10-01,A,A,2
AZ,2011-11-01,A,A,4
AZ,2011-12-01,A,A,4
AZ,2012-01-01,A,A,4
AZ,2012-02-01,A,A,6
AZ,2012-03-01,A,A,6
AZ,2012-04-01,A,A,8
AZ,2012-05-01,A,A,10
AZ,2012-06-01,A,A,10
AZ,2012-06-01,BB,BB,2
AZ,2012-07-01,A,A,10
AZ,2012-07-01,BB,BB,2
AZ,2012-08-01,A,A,10
AZ,2012-08-01,BB,BB,2
AZ,2012-09-01,A,A,10
AZ,2012-09-01,BB,BB,2
AZ,2012-10-01,A,A,10
AZ,2012-10-01,BB,BB,2
AZ,2012-11-01,A,A,10
AZ,2012-11-01,BB,BB,2
AZ,2012-12-01,A,A,10
AZ,2012-12-01,BB,BB,2
AZ,2013-01-01,A,A,10
AZ,2013-01-01,BB,BB,2
AZ,2013-02-01,A,A,10
AZ,2013-02-01,BB,BB,2
AZ,2013-03-01,A,A,10
AZ,2013-03-01,BB,BB,2
AZ,2013-04-01,A,A,10
AZ,2013-04-01,BB,BB,2
AZ,2013-04-01,BBB,BBB,2
AZ,2013-05-01,A,A,10
AZ,2013-05-01,BB,BB,0
AZ,2013-05-01,BB,BBB,1
AZ,2013-05-01,BBB,BBB,2
AZ,2013-06-01,A,A,10
AZ,2013-06-01,BBB,BBB,4
AZ,2013-07-01,A,A,10
AZ,2013-07-01,BBB,BBB,4
AZ,2013-08-01,A,A,10
AZ,2013-08-01,BBB,BBB,4
AZ,2013-09-01,A,A,8
AZ,2013-09-01,A,BBB,1
AZ,2013-09-01,BBB,BBB,4
AZ,2013-10-01,A,A,8
AZ,2013-10-01,BBB,BBB,6
AZ,2013-11-01,A,A,8
AZ,2013-11-01,BBB,BBB,6
AZ,2013-12-01,A,A,8
AZ,2013-12-01,BBB,BBB,6
AZ,2014-01-01,A,A,6
AZ,2014-01-01,A,BBB,1
AZ,2014-01-01,BBB,BBB,6
AZ,2014-02-01,A,A,6
AZ,2014-02-01,BBB,BBB,8
AZ,2014-03-01,A,A,6
AZ,2014-03-01,BBB,BBB,8
AZ,2014-04-01,A,A,6
AZ,2014-04-01,BBB,BBB,8
AZ,2014-05-01,A,A,6
AZ,2014-05-01,BBB,BBB,8
AZ,2014-06-01,A,A,6
AZ,2014-06-01,BBB,BBB,8
AZ,2014-07-01,A,A,6
AZ,2014-07-01,BBB,BBB,8
AZ,2014-08-01,A,A,6
AZ,2014-08-01,BBB,BBB,8
AZ,2014-09-01,A,A,6
AZ,2014-09-01,BBB,BBB,8
AZ,2014-10-01,A,A,6
AZ,2014-10-01,BBB,BBB,10
AZ,2014-11-01,A,A,6
AZ,2014-11-01,BBB,BBB,10
AZ,2014-12-01,A,A,6
AZ,2014-12-01,BBB,BBB,10
AZ,2015-01-01,A,A,6
AZ,2015-01-01,BBB,BBB,10
AZ,2015-02-01,A,A,6
AZ,2015-02-01,BBB,BBB,10
AZ,2015-03-01,A,A,6
AZ,2015-03-01,BBB,BBB,10
AZ,2015-04-01,A,A,6
AZ,2015-04-01,BBB,BBB,10
AZ,2015-05-01,A,A,6
AZ,2015-05-01,BBB,BB,1
AZ,2015-05-01,BBB,BBB,8
AZ,2015-06-01,A,A,6
AZ,2015-06-01,BB,BB,2
AZ,2015-06-01,BBB,BBB,8
AZ,2015-07-01,A,A,6
AZ,2015-07-01,BB,BB,2
AZ,2015-07-01,BBB,BB,1
AZ,2015-07-01,BBB,BBB,6
AZ,2015-08-01,A,A,6
AZ,2015-08-01,BB,BB,4
AZ,2015-08-01,BBB,BBB,6
AZ,2015-09-01,A,A,6
AZ,2015-09-01,BB,BB,4
AZ,2015-09-01,BBB,BBB,6
AZ,2015-10-01,A,A,6
AZ,2015-10-01,BB,BB,4
AZ,2015-10-01,BBB,BBB,6
AZ,2015-11-01,A,A,6
AZ,2015-11-01,BB,BB,4
AZ,2015-11-01,BBB,BBB,6
AZ,2015-12-01,A,A,6
AZ,2015-12-01,BB,BB,4
AZ,2015-12-01,BBB,BBB,6
AZ,2016-01-01,A,A,6
AZ,2016-01-01,BB,BB,4
AZ,2016-01-01,BBB,BBB,6
AZ,2016-02-01,A,A,6
AZ,2016-02-01,BB,BB,4
AZ,2016-02-01,BBB,BBB,6
AZ,2016-03-01,A,A,6
AZ,2016-03-01,BB,BB,4
AZ,2016-03-01,BBB,BBB,6
AZ,2016-04-01,A,A,6
AZ,2016-04-01,BB,BB,4
AZ,2016-04-01,BBB,BBB,6
AZ,2016-05-01,A,A,6
AZ,2016-05-01,BB,BB,4
AZ,2016-05-01,BBB,BBB,6
AZ,2016-06-01,A,A,6
AZ,2016-06-01,BB,BB,4
AZ,2016-06-01,BBB,BBB,6
AZ,2016-07-01,A,A,6
AZ,2016-07-01,B,B,2
AZ,2016-07-01,BB,BB,4
AZ,2016-07-01,BBB,BBB,6
AZ,2016-08-01,A,A,4
AZ,2016-08-01,A,BBB,1
AZ,2016-08-01,B,B,2
AZ,2016-08-01,BB,BB,4
AZ,2016-08-01,BBB,BBB,6
AZ,2016-09-01,A,A,4
AZ,2016-09-01,B,B,2
AZ,2016-09-01,BB,BB,4
AZ,2016-09-01,BBB,BBB,8
AZ,2016-10-01,A,A,6
AZ,2016-10-01,B,B,2
AZ,2016-10-01,BB,BB,4
AZ,2016-10-01,BBB,BBB,8
AZ,2016-11-01,A,A,4
AZ,2016-11-01,A,BBB,1
AZ,2016-11-01,B,B,2
AZ,2016-11-01,BB,BB,4
AZ,2016-11-01,BBB,BBB,8
AZ,2016-12-01,A,A,4
AZ,2016-12-01,B,B,2
AZ,2016-12-01,BB,BB,4
AZ,2016-12-01,BBB,BBB,10
AZ,2017-01-01,A,A,4
AZ,2017-01-01,B,B,2
AZ,2017-01-01,BB,BB,4
AZ,2017-01-01,BBB,BBB,10
AZ,2017-02-01,A,A,4
AZ,2017-02-01,B,B,0
AZ,2017-02-01,B,BB,1
AZ,2017-02-01,BB,BB,4
AZ,2017-02-01,BBB,BBB,10
AZ,2017-03-01,A,A,4
AZ,2017-03-01,BB,BB,6
AZ,2017-03-01,BBB,BBB,10
AZ,2017-04-01,A,A,4
AZ,2017-04-01,BB,BB,8
AZ,2017-04-01,BBB,BBB,10
AZ,2017-05-01,A,A,4
AZ,2017-05-01,BB,BB,8
AZ,2017-05-01,BBB,BBB,10
AZ,2017-06-01,A,A,4
AZ,2017-06-01,BB,BB,8
AZ,2017-06-01,BBB,BBB,10
AZ,2017-07-01,A,A,4
AZ,2017-07-01,BB,BB,8
AZ,2017-07-01,BBB,BBB,10
AZ,2017-08-01,A,A,4
AZ,2017-08-01,BB,BB,8
AZ,2017-08-01,BBB,BBB,10
AZ,2017-09-01,A,A,4
AZ,2017-09-01,BB,B,1
AZ,2017-09-01,BB,BB,6
AZ,2017-09-01,BBB,BBB,10
AZ,2017-10-01,A,A,4
AZ,2017-10-01,B,B,2
AZ,2017-10-01,BB,BB,6
AZ,2017-10-01,BBB,BBB,14
AZ,2017-11-01,A,A,4
AZ,2017-11-01,B,B,2
AZ,2017-11-01,BB,BB,6
AZ,2017-11-01,BBB,BBB,14
AZ,2017-12-01,A,A,4
AZ,2017-12-01,B,B,2
AZ,2017-12-01,BB,BB,4
AZ,2017-12-01,BB,BBB,1
AZ,2017-12-01,BBB,BBB,14
AZ,2018-01-01,A,A,4
AZ,2018-01-01,B,B,2
AZ,2018-01-01,BB,BB,4
AZ,2018-01-01,BBB,BBB,16
AZ,2018-02-01,A,A,4
AZ,2018-02-01,B,B,2
AZ,2018-02-01,BB,BB,4
AZ,2018-02-01,BBB,BBB,16
AZ,2018-03-01,A,A,4
AZ,2018-03-01,B,B,2
AZ,2018-03-01,BB,BB,4
AZ,2018-03-01,BBB,BBB,16
AZ,2018-04-01,A,A,4
AZ,2018-04-01,B,B,2
AZ,2018-04-01,BB,BB,4
AZ,2018-04-01,BBB,BBB,16
AZ,2018-05-01,A,A,4
AZ,2018-05-01,B,B,2
AZ,2018-05-01,BB,BB,4
AZ,2018-05-01,BBB,BBB,16
AZ,2018-06-01,A,A,4
AZ,2018-06-01,B,B,2
AZ,2018-06-01,BB,BB,4
AZ,2018-06-01,BBB,BBB,16
AZ,2018-07-01,A,A,4
AZ,2018-07-01,B,B,2
AZ,2018-07-01,BB,BB,4
AZ,2018-07-01,BBB,BBB,16
AZ,2018-08-01,A,A,4
AZ,2018-08-01,B,B,2
AZ,2018-08-01,BB,BB,4
AZ,2018-08-01,BBB,BBB,16
AZ,2018-09-01,A,A,4
AZ,2018-09-01,B,B,2
AZ,2018-09-01,BB,BB,4
AZ,2018-09-01,BBB,BBB,16
AZ,2018-10-01,A,A,4
AZ,2018-10-01,B,B,2
AZ,2018-10-01,BB,BB,4
AZ,2018-10-01,BBB,A,2
AZ,2018-10-01,BBB,BBB,12
AZ,2018-11-01,A,A,8
AZ,2018-11-01,B,B,2
AZ,2018-11-01,BB,BB,4
AZ,2018-11-01,BBB,BBB,12
AZ,2018-12-01,A,A,8
AZ,2018-12-01,B,B,2
AZ,2018-12-01,BB,BB,4
AZ,2018-12-01,BBB,BBB,12
AZ,2019-01-01,A,A,8
AZ,2019-01-01,B,B,2
AZ,2019-01-01,BB,BB,4
AZ,2019-01-01,BBB,BBB,12
AZ,2019-02-01,A,A,8
AZ,2019-02-01,B,B,2
AZ,2019-02-01,BB,BB,6
AZ,2019-02-01,BBB,BBB,12
AZ,2019-03-01,A,A,8
AZ,2019-03-01,B,B,2
AZ,2019-03-01,BB,BB,6
AZ,2019-03-01,BBB,BBB,12
AZ,2019-04-01,A,A,8
AZ,2019-04-01,B,B,2
AZ,2019-04-01,BB,BB,6
AZ,2019-04-01,BBB,BBB,12
AZ,2019-05-01,A,A,8
AZ,2019-05-01,B,B,2
AZ,2019-05-01,BB,BB,6
AZ,2019-05-01,BBB,BBB,12
AZ,2019-06-01,A,A,8
AZ,2019-06-01,B,B,2
AZ,2019-06-01,BB,BB,6
AZ,2019-06-01,BBB,BBB,12
AZ,2019-07-01,A,A,8
AZ,2019-07-01,B,B,2
AZ,2019-07-01,BB,BB,6
AZ,2019-07-01,BBB,BBB,12
AZ,2019-08-01,A,A,8
AZ,2019-08-01,B,B,2
AZ,2019-08-01,BB,BB,8
AZ,2019-08-01,BBB,BBB,12
AZ,2019-09-01,A,A,4
AZ,2019-09-01,A,BBB,2
AZ,2019-09-01,B,B,2
AZ,2019-09-01,BB,BB,8
AZ,2019-09-01,BBB,BBB,12
AZ,2019-10-01,A,A,4
AZ,2019-10-01,B,B,2
AZ,2019-10-01,BB,BB,8
AZ,2019-10-01,BBB,BBB,16
AZ,2019-11-01,A,A,4
AZ,2019-11-01,B,B,2
AZ,2019-11-01,BB,BB,8
AZ,2019-11-01,BBB,BBB,16
AZ,2019-12-01,A,A,4
AZ,2019-12-01,B,B,2
AZ,2019-12-01,BB,BB,8
AZ,2019-12-01,BBB,BB,1
AZ,2019-12-01,BBB,BBB,14
AZ,2020-01-01,A,A,4
AZ,2020-01-01,B,B,2
AZ,2020-01-01,BB,BB,10
AZ,2020-01-01,BBB,BBB,14
AZ,2020-02-01,A,A,4
AZ,2020-02-01,B,B,2
AZ,2020-02-01,BB,BB,10
AZ,2020-02-01,BBB,BBB,14
AZ,2020-03-01,A,A,4
AZ,2020-03-01,B,B,2
AZ,2020-03-01,BB,BB,12
AZ,2020-03-01,BBB,BBB,14
AZ,2020-04-01,A,A,4
AZ,2020-04-01,B,B,0
AZ,2020-04-01,B,C,1
AZ,2020-04-01,BB,BB,12
AZ,2020-04-01,BBB,BB,2
AZ,2020-04-01,BBB,BBB,10
AZ,2020-05-01,A,A,4
AZ,2020-05-01,BB,B,1
AZ,2020-05-01,BB,BB,14
AZ,2020-05-01,BBB,BB,1
AZ,2020-05-01,BBB,BBB,8
AZ,2020-05-01,C,C,2
AZ,2020-06-01,A,A,4
AZ,2020-06-01,B,B,2
AZ,2020-06-01,BB,BB,16
AZ,2020-06-01,BBB,BBB,8
AZ,2020-06-01,C,C,2
AZ,2020-07-01,A,A,4
AZ,2020-07-01,B,B,4
AZ,2020-07-01,BB,BB,16
AZ,2020-07-01,BBB,BBB,8
AZ,2020-07-01,C,C,4
AZ,2020-07-01,C,D,1
AZ,2020-08-01,A,A,4
AZ,2020-08-01,B,B,4
AZ,2020-08-01,BB,BB,16
AZ,2020-08-01,BBB,BBB,10
AZ,2020-08-01,C,C,4
AZ,2020-08-01,D,D,2
AZ,2020-09-01,A,A,4
AZ,2020-09-01,B,B,4
AZ,2020-09-01,BB,BB,14
AZ,2020-09-01,BB,BBB,1
AZ,2020-09-01,BBB,BBB,10
AZ,2020-09-01,C,C,4
AZ,2020-09-01,D,D,2
AZ,2020-10-01,A,A,4
AZ,2020-10-01,B,B,4
AZ,2020-10-01,BB,BB,14
AZ,2020-10-01,BBB,BBB,12
AZ,2020-10-01,C,C,4
AZ,2020-10-01,D,D,2
AZ,2020-11-01,A,A,4
AZ,2020-11-01,B,B,4
AZ,2020-11-01,BB,BB,14
AZ,2020-11-01,BBB,BBB,12
AZ,2020-11-01,C,C,4
AZ,2020-11-01,D,D,2
AZ,2020-12-01,A,A,4
AZ,2020-12-01,B,B,4
AZ,2020-12-01,BB,BB,14
AZ,2020-12-01,BBB,BBB,12
AZ,2020-12-01,C,C,4
AZ,2020-12-01,D,D,2
AZ,2021-01-01,A,A,4
AZ,2021-01-01,B,B,4
AZ,2021-01-01,BB,BB,14
AZ,2021-01-01,BBB,BBB,12
AZ,2021-01-01,C,C,4
AZ,2021-01-01,D,D,2
AZ,2021-02-01,A,A,4
AZ,2021-02-01,B,B,4
AZ,2021-02-01,BB,BB,12
AZ,2021-02-01,BB,BBB,1
AZ,2021-02-01,BBB,BBB,12
AZ,2021-02-01,C,C,4
AZ,2021-02-01,D,D,2
AZ,2021-03-01,A,A,4
AZ,2021-03-01,B,B,4
AZ,2021-03-01,BB,BB,12
AZ,2021-03-01,BBB,BBB,14
AZ,2021-03-01,C,C,4
AZ,2021-03-01,D,D,2
AZ,2021-04-01,A,A,4
AZ,2021-04-01,B,B,4
AZ,2021-04-01,BB,BB,12
AZ,2021-04-01,BBB,BBB,14
AZ,2021-04-01,C,C,4
AZ,2021-04-01,D,D,2
AZ,2021-05-01,A,A,4
AZ,2021-05-01,B,B,2
AZ,2021-05-01,B,BB,1
AZ,2021-05-01,BB,BB,12
AZ,2021-05-01,BBB,BBB,14
AZ,2021-05-01,C,C,4
AZ,2021-05-01,D,D,2
AZ,2021-06-01,A,A,4
AZ,2021-06-01,B,B,2
AZ,2021-06-01,BB,BB,12
AZ,2021-06-01,BB,BBB,1
AZ,2021-06-01,BBB,BBB,14
AZ,2021-06-01,C,B,2
AZ,2021-06-01,C,C,0
AZ,2021-06-01,D,D,2
AZ,2021-07-01,A,A,4
AZ,2021-07-01,B,B,6
AZ,2021-07-01,BB,BB,12
AZ,2021-07-01,BBB,BBB,16
AZ,2021-07-01,D,D,2
AZ,2021-08-01,A,A,4
AZ,2021-08-01,B,B,6
AZ,2021-08-01,BB,BB,12
AZ,2021-08-01,BBB,BBB,16
AZ,2021-08-01,D,D,2
AZ,2021-09-01,A,A,4
AZ,2021-09-01,B,B,6
AZ,2021-09-01,BB,BB,12
AZ,2021-09-01,BBB,A,1
AZ,2021-09-01,BBB,BBB,16
AZ,2021-09-01,D,D,2
AZ,2021-10-01,A,A,6
AZ,2021-10-01,B,B,6
AZ,2021-10-01,BB,BB,12
AZ,2021-10-01,BBB,BBB,16
AZ,2021-10-01,D,D,2
AZ,2021-11-01,A,A,6
AZ,2021-11-01,B,B,6
AZ,2021-11-01,BB,BB,10
AZ,2021-11-01,BB,BBB,1
AZ,2021-11-01,BBB,BBB,16
AZ,2021-11-01,D,D,2
AZ,2021-12-01,A,A,6
AZ,2021-12-01,B,B,6
AZ,2021-12-01,BB,BB,12
AZ,2021-12-01,BBB,BBB,18
AZ,2021-12-01,D,D,2
AZ,2022-01-01,A,A,6
AZ,2022-01-01,B,B,6
AZ,2022-01-01,BB,BB,12
AZ,2022-01-01,BBB,BBB,18
AZ,2022-01-01,D,D,2
AZ,2022-02-01,A,A,6
AZ,2022-02-01,B,B,6
AZ,2022-02-01,BB,BB,14
AZ,2022-02-01,BBB,BBB,18
AZ,2022-02-01,D,D,2
AZ,2022-03-01,A,A,6
AZ,2022-03-01,B,B,6
AZ,2022-03-01,BB,BB,16
AZ,2022-03-01,BBB,BBB,18
AZ,2022-03-01,D,D,2
AZ,2022-04-01,A,A,6
AZ,2022-04-01,B,B,6
AZ,2022-04-01,BB,BB,16
AZ,2022-04-01,BBB,BBB,18
AZ,2022-04-01,D,D,2
AZ,2022-05-01,A,A,6
AZ,2022-05-01,B,B,6
AZ,2022-05-01,BB,BB,16
AZ,2022-05-01,BBB,BBB,18
AZ,2022-05-01,D,D,2
AZ,2022-06-01,A,A,6
AZ,2022-06-01,B,B,6
AZ,2022-06-01,BB,BB,16
AZ,2022-06-01,BBB,A,1
AZ,2022-06-01,BBB,BBB,16
AZ,2022-06-01,D,D,2
AZ,2022-07-01,A,A,8
AZ,2022-07-01,B,B,6
AZ,2022-07-01,BB,BB,16
AZ,2022-07-01,BBB,BBB,16
AZ,2022-07-01,D,D,2
AZ,2022-08-01,A,A,10
AZ,2022-08-01,B,B,6
AZ,2022-08-01,BB,BB,16
AZ,2022-08-01,BBB,BBB,16
AZ,2022-08-01,D,D,2
AZ,2022-09-01,A,A,10
AZ,2022-09-01,B,B,6
AZ,2022-09-01,BB,BB,16
AZ,2022-09-01,BBB,BBB,16
AZ,2022-09-01,D,D,2
AZ,2022-10-01,A,A,10
AZ,2022-10-01,B,B,6
AZ,2022-10-01,BB,BB,16
AZ,2022-10-01,BBB,BBB,16
AZ,2022-10-01,D,D,2
AZ,2022-11-01,A,A,10
AZ,2022-11-01,B,B,6
AZ,2022-11-01,BB,BB,16
AZ,2022-11-01,BBB,BBB,16
AZ,2022-11-01,D,D,2
AZ,2022-12-01,A,A,10
AZ,2022-12-01,B,B,6
AZ,2022-12-01,BB,BB,16
AZ,2022-12-01,BBB,A,1
AZ,2022-12-01,BBB,BBB,14
AZ,2022-12-01,D,D,2
AZ,2023-01-01,A,A,12
AZ,2023-01-01,B,B,6
AZ,2023-01-01,BB,BB,18
AZ,2023-01-01,BBB,BBB,14
AZ,2023-01-01,D,D,2
AZ,2023-02-01,A,A,12
AZ,2023-02-01,B,B,6
AZ,2023-02-01,BB,BB,18
AZ,2023-02-01,BBB,BBB,14
AZ,2023-02-01,D,D,2
AZ,2023-03-01,A,A,12
AZ,2023-03-01,B,B,8
AZ,2023-03-01,BB,BB,18
AZ,2023-03-01,BBB,BBB,14
AZ,2023-03-01,D,D,2
AZ,2023-04-01,A,A,12
AZ,2023-04-01,B,B,8
AZ,2023-04-01,BB,BB,18
AZ,2023-04-01,BBB,BBB,14
AZ,2023-04-01,D,D,2
AZ,2023-05-01,A,A,12
AZ,2023-05-01,B,B,8
AZ,2023-05-01,BB,BB,18
AZ,2023-05-01,BBB,BBB,14
AZ,2023-05-01,D,D,2
AZ,2023-06-01,A,A,12
AZ,2023-06-01,B,B,8
AZ,2023-06-01,BB,BB,18
AZ,2023-06-01,BBB,BBB,14
AZ,2023-06-01,D,D,2
AZ,2023-07-01,A,A,12
AZ,2023-07-01,B,B,8
AZ,2023-07-01,BB,BB,18
AZ,2023-07-01,BBB,BBB,14
AZ,2023-07-01,D,D,2
AZ,2023-08-01,A,A,12
AZ,2023-08-01,B,B,8
AZ,2023-08-01,BB,BB,18
AZ,2023-08-01,BBB,BBB,14
AZ,2023-08-01,D,D,2
AZ,2023-09-01,A,A,12
AZ,2023-09-01,B,B,8
AZ,2023-09-01,BB,BB,20
AZ,2023-09-01,BBB,BBB,14
AZ,2023-09-01,D,D,2
AZ,2023-10-01,A,A,12
AZ,2023-10-01,B,B,8
AZ,2023-10-01,BB,BB,20
AZ,2023-10-01,BBB,BBB,14
AZ,2023-10-01,D,D,2
AZ,2023-11-01,A,A,12
AZ,2023-11-01,B,B,10
AZ,2023-11-01,BB,BB,20
AZ,2023-11-01,BBB,BBB,14
AZ,2023-11-01,D,D,2
AZ,2023-12-01,A,A,12
AZ,2023-12-01,B,B,10
AZ,2023-12-01,BB,B,1
AZ,2023-12-01,BB,BB,18
AZ,2023-12-01,BBB,BBB,14
AZ,2023-12-01,D,D,2
AZ,2024-01-01,A,A,12
AZ,2024-01-01,B,B,12
AZ,2024-01-01,BB,BB,18
AZ,2024-01-01,BBB,BBB,14
AZ,2024-01-01,D,D,2
AZ,2024-02-01,A,A,12
AZ,2024-02-01,B,B,12
AZ,2024-02-01,BB,BB,18
AZ,2024-02-01,BBB,BBB,14
AZ,2024-02-01,D,D,2
AZ,2024-03-01,A,A,12
AZ,2024-03-01,B,B,12
AZ,2024-03-01,BB,BB,18
AZ,2024-03-01,BBB,BBB,14
AZ,2024-03-01,D,D,2
BZ,2011-04-01,A,A,2
BZ,2011-04-01,BBB,BBB,2
BZ,2011-05-01,A,A,2
BZ,2011-05-01,BBB,BBB,2
BZ,2011-06-01,A,A,2
BZ,2011-06-01,BB,BB,2
BZ,2011-06-01,BBB,BBB,2
BZ,2011-07-01,A,A,4
BZ,2011-07-01,BB,BB,2
BZ,2011-07-01,BBB,BBB,2
BZ,2011-08-01,A,A,4
BZ,2011-08-01,B,B,2
BZ,2011-08-01,BB,BB,2
BZ,2011-08-01,BBB,BBB,2
BZ,2011-09-01,A,A,4
BZ,2011-09-01,B,B,2
BZ,2011-09-01,BB,BB,2
BZ,2011-09-01,BBB,BBB,2
BZ,2011-10-01,A,A,4
BZ,2011-10-01,B,B,2
BZ,2011-10-01,BB,BB,2
BZ,2011-10-01,BBB,BBB,2
BZ,2011-11-01,A,A,6
BZ,2011-11-01,B,B,2
BZ,2011-11-01,BB,BB,2
BZ,2011-11-01,BBB,BBB,6
BZ,2011-12-01,A,A,6
BZ,2011-12-01,B,B,2
BZ,2011-12-01,BB,BB,2
BZ,2011-12-01,BBB,BBB,6
BZ,2011-12-01,D,D,2
BZ,2012-01-01,A,A,6
BZ,2012-01-01,B,B,2
BZ,2012-01-01,BB,BB,2
BZ,2012-01-01,BBB,BBB,6
BZ,2012-01-01,D,D,2
BZ,2012-02-01,A,A,8
BZ,2012-02-01,B,B,2
BZ,2012-02-01,BB,BB,2
BZ,2012-02-01,BBB,BBB,8
BZ,2012-02-01,D,D,2
BZ,2012-03-01,A,A,12
BZ,2012-03-01,B,B,2
BZ,2012-03-01,BB,BB,2
BZ,2012-03-01,BBB,BBB,10
BZ,2012-03-01,D,D,2
BZ,2012-04-01,A,A,14
BZ,2012-04-01,B,B,2
BZ,2012-04-01,BB,BB,8
BZ,2012-04-01,BBB,BBB,12
BZ,2012-04-01,D,D,2
BZ,2012-05-01,A,A,20
BZ,2012-05-01,AAA,AAA,4
BZ,2012-05-01,B,B,4
BZ,2012-05-01,BB,BB,8
BZ,2012-05-01,BBB,BBB,18
BZ,2012-05-01,D,D,2
BZ,2012-06-01,A,A,26
BZ,2012-06-01,AAA,AAA,6
BZ,2012-06-01,B,B,10
BZ,2012-06-01,BB,BB,22
BZ,2012-06-01,BBB,A,1
BZ,2012-06-01,BBB,BBB,20
BZ,2012-06-01,D,D,2
BZ,2012-07-01,A,A,30
BZ,2012-07-01,AAA,AAA,6
BZ,2012-07-01,B,B,10
BZ,2012-07-01,BB,B,1
BZ,2012-07-01,BB,BB,24
BZ,2012-07-01,BBB,BBB,26
BZ,2012-07-01,D,D,2
BZ,2012-08-01,A,A,30
BZ,2012-08-01,AAA,AAA,6
BZ,2012-08-01,B,B,12
BZ,2012-08-01,BB,BB,24
BZ,2012-08-01,BBB,BBB,26
BZ,2012-08-01,D,D,2
BZ,2012-09-01,A,A,30
BZ,2012-09-01,AAA,AAA,6
BZ,2012-09-01,B,B,12
BZ,2012-09-01,BB,BB,24
BZ,2012-09-01,BBB,BBB,26
BZ,2012-09-01,D,D,2
BZ,2012-10-01,A,A,30
BZ,2012-10-01,AAA,AAA,6
BZ,2012-10-01,B,B,12
BZ,2012-10-01,BB,BB,24
BZ,2012-10-01,BBB,BBB,26
BZ,2012-10-01,D,D,2
BZ,2012-11-01,A,A,30
BZ,2012-11-01,AAA,AAA,6
BZ,2012-11-01,B,B,10
BZ,2012-11-01,B,C,1
BZ,2012-11-01,BB,B,1
BZ,2012-11-01,BB,BB,22
BZ,2012-11-01,BBB,BBB,26
BZ,2012-11-01,D,D,2
BZ,2012-12-01,A,A,30
BZ,2012-12-01,AAA,AAA,6
BZ,2012-12-01,B,B,14
BZ,2012-12-01,BB,BB,22
BZ,2012-12-01,BBB,BBB,26
BZ,2012-12-01,C,C,2
BZ,2012-12-01,D,D,2
BZ,2013-01-01,A,A,30
BZ,2013-01-01,AAA,AAA,6
BZ,2013-01-01,B,B,12
BZ,2013-01-01,B,BB,1
BZ,2013-01-01,BB,BB,22
BZ,2013-01-01,BBB,BBB,26
BZ,2013-01-01,C,C,2
BZ,2013-01-01,D,D,2
BZ,2013-02-01,A,A,30
BZ,2013-02-01,AAA,AAA,6
BZ,2013-02-01,B,B,10
BZ,2013-02-01,B,C,1
BZ,2013-02-01,BB,BB,22
BZ,2013-02-01,BB,BBB,1
BZ,2013-02-01,BBB,BBB,26
BZ,2013-02-01,C,C,2
BZ,2013-02-01,D,D,2
BZ,2013-03-01,A,A,30
BZ,2013-03-01,AAA,AAA,6
BZ,2013-03-01,B,B,10
BZ,2013-03-01,BB,BB,22
BZ,2013-03-01,BBB,BBB,28
BZ,2013-03-01,C,C,4
BZ,2013-03-01,D,D,2
BZ,2013-04-01,A,A,28
BZ,2013-04-01,A,BBB,1
BZ,2013-04-01,AAA,AAA,6
BZ,2013-04-01,B,B,10
BZ,2013-04-01,BB,BB,22
BZ,2013-04-01,BBB,BBB,28
BZ,2013-04-01,C,C,4
BZ,2013-04-01,D,D,2
BZ,2013-05-01,A,A,26
BZ,2013-05-01,A,BBB,1
BZ,2013-05-01,AAA,AAA,6
BZ,2013-05-01,B,B,8
BZ,2013-05-01,B,C,1
BZ,2013-05-01,BB,BB,22
BZ,2013-05-01,BBB,BB,1
BZ,2013-05-01,BBB,BBB,28
BZ,2013-05-01,C,C,4
BZ,2013-05-01,D,D,2
BZ,2013-06-01,A,A,26
BZ,2013-06-01,AAA,A,1
BZ,2013-06-01,AAA,AAA,4
BZ,2013-06-01,B,B,8
BZ,2013-06-01,BB,BB,24
BZ,2013-06-01,BBB,BBB,30
BZ,2013-06-01,C,C,6
BZ,2013-06-01,D,D,2
BZ,2013-07-01,A,A,28
BZ,2013-07-01,AAA,AAA,4
BZ,2013-07-01,B,B,8
BZ,2013-07-01,BB,B,1
BZ,2013-07-01,BB,BB,22
BZ,2013-07-01,BBB,BBB,30
BZ,2013-07-01,C,C,6
BZ,2013-07-01,D,D,2
BZ,2013-08-01,A,A,28
BZ,2013-08-01,AAA,AAA,4
BZ,2013-08-01,B,B,10
BZ,2013-08-01,BB,BB,26
BZ,2013-08-01,BBB,BBB,30
BZ,2013-08-01,C,C,6
BZ,2013-08-01,D,D,2
BZ,2013-09-01,A,A,26
BZ,2013-09-01,A,BBB,1
BZ,2013-09-01,AAA,AAA,4
BZ,2013-09-01,B,B,10
BZ,2013-09-01,BB,BB,26
BZ,2013-09-01,BBB,BBB,30
BZ,2013-09-01,C,C,6
BZ,2013-09-01,D,D,2
BZ,2013-10-01,A,A,26
BZ,2013-10-01,AAA,AAA,4
BZ,2013-10-01,B,B,10
BZ,2013-10-01,BB,BB,26
BZ,2013-10-01,BBB,BBB,32
BZ,2013-10-01,C,C,6
