sector,quarter,z_hat,nll,success,n_obs_cells,n_total
FINANCE,2021-04-01,-0.4176115421193358,88.23736648500285,True,14,904
FINANCE,2021-07-01,-0.7920497728524418,91.28179936688497,True,13,927
FINANCE,2021-10-01,-1.1598495735968497,131.2395113551017,True,14,946
FINANCE,2022-01-01,-0.9128856270535444,120.29790868242658,True,15,1007
FINANCE,2022-04-01,-0.0895683105057027,62.83663941356068,True,13,1050
FINANCE,2022-07-01,0.30578633540016287,62.62881491467212,True,13,1077
FINANCE,2022-10-01,0.10131840983802042,52.378458436431885,True,11,1114
FINANCE,2023-01-01,0.6870524687158542,45.82834530186048,True,10,1127
FINANCE,2023-04-01,0.4544523849502889,20.99624990746087,True,8,1120
FINANCE,2023-07-01,0.7092431066976483,35.5287527083463,True,8,1105
FINANCE,2023-10-01,0.5463663155476753,26.061767398837457,True,8,1119
FINANCE,2024-01-01,0.7871039447863872,41.04247828471295,True,8,1150
INDUSTRIE,2011-04-01,0.15590575661390763,0.14189797303476712,True,3,14
INDUSTRIE,2011-07-01,0.07151984579332171,0.31552425994597194,True,5,32
INDUSTRIE,2011-10-01,-1.2031307276071719,4.46762584905048,True,6,55
INDUSTRIE,2012-01-01,-0.09481310456657922,0.7152989175043983,True,6,76
INDUSTRIE,2012-04-01,0.3856981653603167,6.842044983487141,True,7,179
INDUSTRIE,2012-07-01,0.8780854965255036,125.91021843813365,True,12,466
INDUSTRIE,2012-10-01,1.102087539599537,77.4324410674589,True,14,483
INDUSTRIE,2013-01-01,-0.43694461846433763,69.9000118485217,True,13,500
INDUSTRIE,2013-04-01,-1.1104666905019613,58.58457461927569,True,13,502
INDUSTRIE,2013-07-01,-0.5196605126332731,114.0113906231384,True,13,495
INDUSTRIE,2013-10-01,-1.8411761344991364,99.6277011169458,True,14,505
INDUSTRIE,2014-01-01,-1.286174442862152,85.28625003483546,True,15,507
INDUSTRIE,2014-04-01,-1.369797508972212,75.50765404524316,True,14,511
INDUSTRIE,2014-07-01,-0.5007808701482998,44.94470481237743,True,11,516
INDUSTRIE,2014-10-01,-0.06217226277555674,72.18316886399249,True,14,552
INDUSTRIE,2015-01-01,0.20046891094637487,102.55466797610838,True,15,643
