sector,mse_global,n_zt
construction_immo,0.03748661291204955,51
extraction_primaire,0.03522867728175569,51
finance,0.06727526516019756,51
industrie,0.030162434901942137,51
info-com,0.06766374919483421,51
public,0.047075340809635845,51
services,0.030727047274819376,51
services_pro,0.12885154061624648,51
